,Artista,cluster
4644,Kesmeşeker,0
712,Republika,0
2256,Blowsight,0
3677,Skunk Anansie,0
1352,Udora,0
3693,Toque Profundo,0
3694,Alex Ferreira,0
673,Avatar,0
6036,U2 and Green Day,0
6016,Mother Love Bone,0
2174,Eagles of Death Metal,0
5524,Oficina G3,0
5943,The Butterfly Effect,0
583,Legião Urbana,0
3958,Libido,0
3960,Alternosfera,0
2069,Modà,0
3976,Mamonas Assassinas,0
5504,La Ley,0
8038,El Gran Silencio,0
8039,Sugar Ray,0
6315,Mad Season,0
2868,Lucybell,0
2882,Seether (Feat. Amy Lee),0
1040,Them Crooked Vultures,0
1006,Senses Fail,0
3038,Agua de Annique,0
8141,Elliot Minor,0
6595,Strata,0
3183,The Tea Party,0
3981,4 Non Blondes,0
6494,Andrew W.K.,0
6399,Canto dos Malditos na Terra do Nunca,0
4807,Duman,0
3389,Big Dismal,0
7173,Fonzie,0
3391,Sanctus Real,0
2353,Decyfer Down,0
3392,Fireflight,0
4832,Jack White & Alicia Keys,0
8409,Course of Nature,0
1474,Héroes del Silencio,0
5517,Rock Rocket,0
139,Reamonn,0
8976,Faber Drive,0
8914,Grand Champeen,0
1855,Monster Magnet,0
1865,Sara,0
7540,LostAlone,0
1833,Şebnem Ferah,0
5790,Screaming Trees,0
4211,Böhse Onkelz,0
5733,Die Happy,0
4348,Everclear,0
415,Saosin,0
1862,Danko Jones,0
1686,NX Zero,0
7883,Fun Lovin' Criminals,0
5550,Les Wampas,0
1475,L7,0
4466,Os Seminovos,0
5468,Владимир Высоцкий,1
3324,Ingrid Michaelson,1
6389,The Wreckers,1
8917,Lisa Taylor,1
4621,Owen,1
6465,Tinyfolk,1
5454,Joe Purdy,1
3266,Hank Williams,1
5449,Ocean Reid,1
3273,Lucinda Williams,1
5671,Düşbaz,1
3277,Billy Bragg & Wilco,1
935,Tenhi,1
3102,Линия,1
8970,Glen Hansard,1
2871,Jorge Drexler,1
6755,Priscilla Ahn,1
354,The Tallest Man on Earth,1
5399,Josh Woodward,1
6711,Luke Pickett,1
2971,Scout Niblett,1
5614,Jonathan Davis,1
4357,Djavan,1
2998,John Fahey,1
5666,Ünol Büyükgönenç,1
5667,Mara Aranda & Solatge,1
3041,Anneke van Giersbergen,1
8324,Michael Cardenas,1
5669,Trio Soulaÿrès,1
8325,Son House,1
3087,"Defiance, Ohio",1
6589,Sam,1
3101,Мои Любимые Игры,1
3192,Rebecca St. James,1
3368,Lizz Wright,1
513,Great Lake Swimmers,1
5673,Houria Aïchi & L'Hijâz'Car,1
4159,Ola Podrida,1
5525,Fiction Family,1
5965,Joan Baez & Bob Dylan,1
5959,Israel Kamakawiwo'ole,1
4157,Your Yellow Dress,1
8777,Rocky Votolato,1
3912,Leadbelly,1
3913,Robert Johnson,1
3916,Skip James,1
8743,A Hawk and a Hacksaw,1
5866,Cass McCombs,1
3962,Robert Pattinson,1
5896,Indigo Girls,1
8684,Habib Koité & Bamada,1
8696,Isis Mariana,1
8734,Richard Thompson,1
8717,Dar Williams,1
4160,The Nightwatchman,1
4592,Jason Castro,1
3844,Sophie Zelmani,1
8225,DEPAPEPE,1
5675,maliétès,1
7753,Horse Feathers,1
4446,Chase Coy,1
4587,Alexi Murdoch,1
5484,Gothacoustic Ensemble,1
8985,Paul Baribeau,1
5677,MELIKE,1
6262,Bert Jansch,1
4277,Conor Oberst,1
3535,Cesária Évora,1
5773,Emmy the Great,1
8545,Heurt,1
4161,John Denver,1
3698,Luis Alberto Spinetta,1
6071,Stare Dobre Małżeństwo,1
3792,Ben Harper,1
3796,Pouca Vogal,1
625,16 Horsepower,1
4447,Holiday Parade,1
6666,Message to Bears,1
2697,Ray LaMontagne,1
1411,Seabear,1
1408,Teitur,1
1403,Jon Foreman,1
1396,Peter Broderick,1
5228,Townes Van Zandt,1
7340,Kathryn Williams,1
5238,Justin Nozuka,1
4901,Robert Downey Jr.,1
4889,Omnia,1
7332,Anthony Green,1
7979,Yann Tiersen & Shannon Wright,1
7320,Shawn McDonald,1
4859,Madeleine Peyroux,1
2286,Doc Watson,1
4837,Frank Turner,1
5291,William Fitzsimmons,1
2338,Matt Wertz,1
2360,Meiko,1
7190,Sagi-Rei,1
5318,Making April,1
1252,Ryan Adams,1
7074,Sun Kil Moon,1
7058,Melody Gardot,1
7954,Lisa Kudrow,1
7379,The Grapes of Wrath,1
7384,Honeybird & the Birdies,1
7386,"Kiss My Ass, Deeply",1
7744,Валентин Стрыкало,1
7735,athas,1
1600,Laura Marling,1
7799,Brooke Fraser,1
7800,Derek Webb,1
7807,Good Old War,1
7690,Пляж,1
5096,The Weepies,1
9265,Idir,1
9264,Ahmet Aslan,1
1747,Fink,1
7050,Mike Stocksdale,1
7645,Leona Naess,1
7616,Colin Hay,1
7822,Mabel Matiz,1
4997,Clueso,1
7594,Dave Melillo,1
1817,Haris Alexiou,1
1832,Düş Sokağı Sakinleri,1
7528,Billy Bragg,1
7526,Nina Gordon,1
7894,Everlast Life,1
2030,City and Colour,1
7943,Ane Brun,1
7816,Dent May,1
2535,Seu Jorge,1
7270,Heckross,1
4406,Cady Groves,1
5371,Beth Gibbons & Rustin Man,1
1156,Gary Jules,1
6930,Hope Sandoval & The Warm Inventions,1
6926,Spider,1
5333,Tommy Emmanuel,1
8160,Philipp Poisel,1
8115,John Cale,1
8161,Alin Coen Band,1
8165,Florian Ostertag,1
2549,Dornenreich,1
4751,Eva Cassidy,1
2547,Leafblade,1
4783,Georges Brassens,1
2927,Gigi D'Agostino,2
2646,Akufen,2
7512,Steve Aoki,2
4144,Safri Duo,2
7500,Bodies Without Organs,2
4103,Innerpartysystem,2
8761,Infadels,2
2952,Benny Benassi,2
4060,Катя Чехова,2
7491,Astral Projection,2
1954,Scooter,2
1956,Morandi,2
5871,iiO,2
6786,Ruth Flowers Mamy Rock,2
1960,Shaun Baker,2
1961,Agnieszka Chylińska,2
2014,Late of the Pier,2
2955,Chromeo,2
7422,Ien Oblique,2
542,Stromae,2
7411,Thieves Like Us,2
2961,Ferry Corsten,2
2104,Bondage Fairies,2
3959,Young Love,2
2964,DatA,2
8644,Modjo,2
7564,The Rorschach Audio,2
1957,Eric Prydz,2
8815,Plastikman,2
449,Space Cowboy,2
2844,Kaskade,2
1705,Capsule,2
8921,Human Life,2
1090,Stoneface & Terminal,2
1690,DJ Earworm,2
8177,House Boulevard,2
1723,Dizzee Rascal,2
8904,Mateo & Matos,2
5648,ZeRo-BaSs,2
2747,Yolanda Be Cool & DCUP,2
1575,Guru Josh Project,2
1073,Talamasca,2
8955,Pop Will Eat Itself,2
2874,Basic Element,2
4379,Иракли,2
8882,Erika,2
2743,Ratatat,2
5714,Kenna,2
2895,Alcazar,2
2912,Taleesa,2
8268,Scatman John,2
4397,Millionaires,2
437,Paul van Dyk,2
4233,BWO,2
8272,FC/Kahuna,2
8151,Inner Place,2
7666,Claude VonStroke,2
4240,Plazma,2
8088,80kidz,2
8090,Mondo Grosso,2
3586,Paul Oakenfold,2
3580,ILS,2
8526,Leftfield,2
8346,Alter Ego,2
738,Sneaky Sound System,2
7245,Trance Atlantic Air Waves,2
3150,Timo Maas,2
6270,Bomfunk MC's,2
6305,Soldout,2
3153,Akcent,2
3401,Robert M,2
1296,Dan Balan,2
8121,Discovery,2
806,Armin van Buuren,2
2390,Sébastien Tellier,2
2412,Dangerous Muse,2
7122,Snap!,2
3383,Sebastian,2
3380,Vitalic,2
3198,"Does It Offend You, Yeah?",2
6498,Ultraviolet Sound,2
845,Tiësto,2
851,Novaspace,2
2520,A1 Bassline,2
1238,Nadia Oh,2
856,Fragma,2
866,Breathe Carolina,2
1236,Just Jack,2
870,Teen Hearts,2
7255,Muscles,2
3649,StoneBridge,2
6130,Motel Connection,2
3109,Audio Bullys,2
1161,Freemasons,2
1000,Hadouken!,2
1162,Digitalism,2
1164,Justice,2
7350,Bag Raiders,2
8619,Stereo MC's,2
2170,The Bloody Beetroots,2
5989,Stunt,2
1165,Armand van Helden,2
3840,Example,2
6601,Bob Sinclar,2
1167,deadmau5,2
623,Asian Dub Foundation,2
1169,Martin Solveig,2
8643,JES,2
7336,Global Deejays,2
1176,Pendulum,2
6040,The Shamen,2
6055,Roger Sanchez,2
8579,vidalles,2
8129,And Then There Were None,2
3727,Hyper Crush,2
1199,Kazaky,2
7303,Duck Sauce,2
1359,The Medic Droid,2
2243,Milk Inc.,2
6099,Pulsedriver,2
2717,Girl Talk,2
3666,Milk & Sugar,2
3659,Shapeshifters,2
1171,Simian Mobile Disco,2
8147,This Light,2
8475,Tigarah,2
4908,Reni Jusis,2
4629,Hercules and Love Affair,2
4829,Axwell,2
9140,Technotronic,2
9135,Designer Drugs,2
4827,David Vendetta,2
4826,Lene,2
5396,Sash!,2
9134,BO$$ in drama,2
5557,Darude,2
5606,C-Bool,2
4715,Mylo,2
8980,S'Express,2
4811,Alex Gaudino,2
4642,Gabry Ponte,2
5607,Jeckyll & Hyde,2
4976,Mory Kanté,2
5174,Velvet,2
5553,DJ Dean,2
5229,Danger,2
4937,The Whip,2
5554,BT,2
8968,Benassi Bros.,2
63,Electronic,2
4416,Club RАЙ,2
4438,Breathe Electric,2
9003,Quentin Elias,2
5266,Datarock,2
122,Planet Funk,2
5367,Replikas,3
6889,Falling Up,3
549,Despoina Olympiou,3
3956,Deep Insight,3
8637,National Product,3
8103,Molotov,3
2663,Mary Elizabeth McGlynn,3
5917,椎名林檎,3
112,Porcupine Tree,3
4760,Cowboy Junkies,3
3418,Cachorro Grande,3
7000,The Benjamin Gate,3
132,Dolores O'Riordan,3
4788,The Brian Setzer Orchestra,3
3927,Kyle Andrews,3
8636,The Afters,3
6939,Jonny Lang,3
2437,Zornik,3
2523,New Years Day,3
8795,Exilia,3
2185,Scars on Broadway,3
1380,Puscifer,3
2192,Closure In Moscow,3
2195,Ultraje a Rigor,3
2198,Powerman 5000,3
4883,K's Choice,3
1345,Candlebox,3
2275,Dead by Sunrise,3
1340,Dave Matthews Band,3
7238,Swervedriver,3
4509,Mark Lanegan,3
2317,Zемфира,3
1302,Panik,3
5887,Blues Traveler,3
2379,We Are the Fallen,3
528,Nikolas Metaxas,3
7157,Wheatus,3
2433,Otep,3
2441,Family Force 5,3
3973,Anouk,3
1266,The Sisters of Mercy,3
8071,Joan Osborne,3
4793,Luke,3
2344,Framing Hanley,3
6866,Waglewski Fisz Emade,3
7002,Seventh Day Slumber,3
4713,Kinky,3
702,Jane's Addiction,3
3218,Smile Empty Soul,3
6124,Collective Soul,3
921,Bayside,3
4555,Hateen,3
3219,Our Lady Peace,3
3226,twin cities,3
8391,Timpuri noi,3
8401,Liquido,3
3236,Forgotten Boys,3
6483,Thermo,3
8529,ASHES dIVIDE,3
3669,Fractured Visions,3
6464,Soul Asylum,3
6454,Noctura,3
879,Nevada Tan,3
876,New Found Glory,3
6440,LoveHateHero,3
8435,Scambo,3
6251,Hurt,3
3303,Nosowska,3
4561,Pulse Ultra,3
4598,Wax,3
8466,Chris Norman,3
6288,Кирпичи,3
6311,Crash Test Dummies,3
6455,Amy Lee,3
3670,InMe,3
6122,Days of the New,3
4633,A,3
2759,311,3
6000,Everlea,3
5522,Everlast,3
2826,Lumen,3
8215,Skin,3
6775,The Honorary Title,3
5391,The Black Box Revelation,3
6764,Godhead,3
6758,Ben Harper & The Innocent Criminals,3
1045,Hayley Williams,3
6692,MFÖ,3
4536,Cartel,3
4537,The Audition,3
2973,Morphine,3
2980,The Lucid Visions,3
1008,Story of the Year,3
3008,KoЯn,3
8306,Merlinmoon,3
6069,Brant Bjork,3
8566,Novastar,3
3118,Cauterize,3
3123,Every Avenue,3
3142,Линда,3
238,David Cook,3
8561,pinkroom,3
3176,Toadies,3
3680,O Rappa,3
140,Blackfield,3
2768,Lobão,3
3423,Graforréia Xilarmônica,3
5038,The Almost,3
1737,Fightstar,3
2060,Manga,3
7750,Fleischschirm,3
1513,Jay-Z and Linkin Park,3
7869,Normalsi,3
1899,Kyo,3
2057,Thursday,3
427,Static-X,3
7745,The Tragically Hip,3
5145,Joe Strummer and The Mescaleros,3
1439,Eddie Vedder,3
400,Funeral for a Friend,3
5033,Grey Daze,3
4421,Oceansize,3
2039,VersaEmerge,3
1445,Сплин,3
4420,3,3
1512,Thousand Foot Krutch,3
1447,Агата Кристи,3
402,Finch,3
8880,天野月子,3
1511,Thrice,3
1610,Muchy,3
1448,5'nizza,3
7852,Eve 6,3
5101,Abril,3
9239,Selig,3
5701,Catupecu Machu,3
1509,Pillar,3
4382,Angelfish,3
7851,Sister Hazel,3
8975,Bellize,3
9224,God Or Julie,3
7373,Infectious Grooves,3
1825,Mor ve Ötesi,3
5730,Zé Ramalho,3
9284,Apollo 440,3
5194,Tin Machine,3
7830,Tan Bionica,3
4483,Bif Naked,3
7575,Concrete Blonde,3
5052,Third Day,3
4153,Filter,3
1834,Teoman,3
5599,Matchbook Romance,3
4268,Saves the Day,3
4340,Animal ДжаZ,3
1531,Midnight Oil,3
1684,Vega 4,3
5603,Madina Lake,3
1950,Mr. Bungle,3
7549,Chris Whitley,3
1858,Karnivool,3
5139,Go:Audio,3
4947,Café Tacuba,3
4448,There For Tomorrow,3
363,Silverchair,3
1557,The 69 Eyes,3
263,The Saturdays,4
228,Monica,4
880,Alesha Dixon,4
262,Ashanti,4
1159,Lady Sovereign,4
378,Usher,4
191,Toni Braxton,4
265,Ashley Tisdale,4
5712,Mark Ronson,4
1701,Brown Eyed Girls,4
252,Natasha Bedingfield,4
260,Fergie,4
376,Ke$ha,4
242,Alicia Keys,4
237,Sugababes,4
383,Craig David,4
6693,Jody Watley,4
8892,Soul II Soul,4
368,Justin Bieber,4
393,Kelis,4
249,Kat DeLuna,4
8224,Various Artists,4
250,Danity Kane,4
9029,Sabrina Washington,4
2852,Macy Gray,4
1779,Aaliyah,4
231,Jordin Sparks,4
1569,Solange,4
1571,Michelle Williams,4
229,Rihanna,4
226,Janet Jackson,4
253,Cassie,4
255,Ciara,4
257,Keri Hilson,4
4311,Missy Elliott,4
1878,LeToya,4
266,JoJo,4
240,Jennifer Lopez,4
288,Cheryl Cole,4
751,Timbaland,4
203,Mariah Carey,4
439,Taio Cruz,4
523,Helena Paparizou,4
3987,Lauryn Hill,4
3362,All Saints,4
1299,Paris Hilton,4
3364,Gabriella Cilmi,4
1309,Christina Milian,4
1313,Anastacia,4
1316,Jamelia,4
3481,TLC,4
285,The Pussycat Dolls,4
1637,Stacie Orrico,4
2283,Shontelle,4
451,Nicole Scherzinger,4
287,Gabrielle,4
2248,JLS,4
286,Monrose,4
436,Pixie Lott,4
3299,Amerie,4
212,Erykah Badu,4
272,Kelly Rowland,4
1965,Spice Girls,4
2498,安室奈美恵,4
863,Jessie J,4
223,Brandy,4
198,Whitney Houston,4
868,Nicki Minaj,4
5197,Estelle,4
1210,Willow Smith,4
3432,Natalia Kills,4
7121,Lisa Stansfield,4
269,Justin Timberlake,4
5460,Melanie Fiona,4
1985,Wanessa,4
5432,Del Shannon,5
6527,Nxzero,5
7588,Efek Rumah Kaca,5
5431,Charlie Daniels Band,5
5495,Mañana,5
7758,Johnny Horton,5
6335,Frostbite,5
7827,Özlem Tekİn,5
6326,Down to Nothing,5
8368,The Pastels,5
7607,John Entwistle,5
6519,Bezerra Da Silva,5
6521,Belle Epoque,5
3397,Rush of Fools,5
5497,Close Your Eyes,5
8363,Marine Research,5
6327,International Superheroes of Hardcore,5
6328,True Colors,5
7591,Send More Paramedics,5
6546,JME,5
6543,Durrty Goodz,5
6541,Skepta,5
6333,All For Nothing,5
6518,Fim do Silêncio,5
6330,Blood for Blood,5
6331,Mustard Plug,5
8362,Saturday Looks Good to Me,5
7595,Permanent Me,5
5131,Barcelona,5
8354,Brian Hyland,5
6540,Big H,5
7793,Stiff Dylans,5
821,Tilly and the Wall,5
7611,His Hero Is Gone,5
3233,Black Drawing Chalks,5
3310,Dougie Poynter,5
7742,Matthew West,5
8404,Özlem Tekin,5
8405,Hypnogaja,5
6422,Ian Hunter,5
6406,Hotwire,5
3255,Terror,5
6458,Cathis Ord,5
3288,Leon Jackson,5
8436,R.Sigma,5
1583,Pomegranates,5
3280,Gram Parsons,5
8432,Kreş,5
6429,The Litter,5
5462,What We Feel,5
5467,Проверочная Линейка,5
6381,The Cadillacs,5
7612,Integrity,5
3388,Static Cycle,5
6336,Internal Affairs,5
9071,The Hot Toddies,5
6338,Furious Styles,5
8468,Love Bites,5
8424,Seigmen,5
7638,Champion,5
6343,One Less Reason,5
7668,Def Tex,5
3369,Ministério Luz,5
5437,Randy & The Rainbows,5
8455,Third World,5
3232,The Twilight Singers,5
6372,Lesley Roy,5
5436,The Merseybeats,5
7344,New Shouts,5
5394,Fu Manchu,5
5426,Marty Stuart,5
2380,Megh Stock,5
2385,Dennis Brown,5
2388,Eek-A-Mouse,5
5312,The Armed,5
5314,The Korea,5
7150,Çilekeş,5
9215,So Long Forgotten,5
1270,Chainsaw Disaster,5
7438,ANew Revolution,5
7442,Elizabeth & The Catapult,5
9217,Colour Revolt,5
7464,Kumm,5
1996,Graham Bonnet,5
7064,Guardian,5
7468,Divididos,5
4955,Alphonso S'Entrega,5
7017,Fishbone,5
9183,Bob Welch,5
2548,Klimt 1918,5
5156,Serge Gainsbourg & Brigitte Bardot,5
8116,Vib Gyor,5
8124,Leftöver Crack,5
