,Artista,cluster
4107,One Morning Left,0
3201,SynthPop Isn't Coool,0
7288,OVERROCKET,0
8951,Pariah,0
8439,Matthew Dear,0
4018,Mark Ronson & The Business Intl,0
4032,Hive,0
4106,Nevea Tears,0
7419,Analog Angel,0
7421,Jens Bader,0
7431,Carved Souls,0
8600,Auto-Auto,0
4172,Cluster,0
4183,Harmonia,0
5936,Zeraphine,0
4187,Agitation Free,0
7492,Cosma,0
2410,Alice in Videoland,0
1484,808 State,0
7554,Katy B,0
7578,Pencey Prep,0
8340,Ada,0
2976,Paavoharju,0
4435,The Secret Handshake,0
3213,Glejs,0
96,Lukid,0
7250,Frank Van Bogaert,0
2097,Sabrepulse,0
6678,Dance Party Hazard,0
6630,Alex Smoke,0
6626,Melleefresh & Deadmau5,0
6679,Mt Eden,0
6600,Jega,0
6599,Boom Bip,0
6685,Vector Lovers,0
3606,Modwheelmood,0
6795,Telefunka,0
129,Infected Mushroom,0
639,Digitonal,0
4437,Rediscover,0
640,Jackson and His Computer Band,0
8528,Yppah,0
8741,Quack Quack,0
8745,Random Number,0
3831,N.A.S.A.,0
8774,Hashisheen,0
8524,Oxynucid,0
3331,Neo,0
7111,Funckarma,0
7140,Seize,0
6303,Nathan Fake,0
6271,Dune,0
8152,Cosmosis,0
8339,Anthony Rother,0
8601,White Apple Tree,0
7840,Blank,0
2459,ADULT.,0
8269,Plushgun,0
4833,Âme,0
8094,Plus-Tech Squeeze Box,0
5651,Breakbot,0
4822,Charlotte Martin,0
7944,black room,0
4920,Caustic Window,0
4834,Yves Larock,0
4684,Orsten,0
5443,Neon Neon,0
7891,Brian Tyler,0
5130,Zoot Woman,0
4765,Michael Stearns,0
9234,White Town,0
7917,Gramophonedzie,0
5129,Zeigeist,0
5406,Modeselektor,0
1741,Christian Kleine,0
5022,Quiet Village,0
9278,Fingathing,0
5583,梅林茂,0
9121,Zhong Chi,0
4449,PlayRadioPlay!,0
5487,Propellerheads,0
5024,Air France,0
2956,Boys Noize,0
9133,NEL's,0
4440,Artist Vs. Poet,0
7716,Raymond Scott,0
5026,SCSI-9,0
5498,This Romantic Tragedy,0
5230,Dubstar,0
7990,klakast,0
7991,Steve Bug,0
2662,The Immortals,0
2959,Surkin,0
8004,Fettes Brot,1
3376,The Meteors,1
3404,Alvin és a Mókusok,1
3413,Sweatshop Union,1
7607,John Entwistle,1
527,Banghra,1
3449,Carbona,1
8007,Itchy Poopzkid,1
3467,Крихітка Цахес,1
6933,Monster Movie,1
3491,Ландыши,1
3557,Kid Koala,1
3563,Tede,1
1336,Pac Div,1
6688,Marsheaux,1
8101,La Coka Nostra,1
8109,Ларик Сурапов,1
2515,Ol' Dirty Bastard,1
3630,Miami Horror,1
6950,Roman Rain,1
7086,Xymox,1
7198,Tobacco,1
3316,Afrika Bambaataa,1
7383,100dBs,1
3095,The New Law,1
3071,The Loved Ones,1
7841,The Echoing Green,1
7814,Venom Knight,1
7450,Chixdiggit!,1
7359,Pięć Dwa Dębiec,1
3029,Smokie,1
7793,Stiff Dylans,1
7494,Martial Canterel,1
389,Guf,1
7674,Jel,1
7669,Animal Nation,1
7668,Def Tex,1
3026,Flash and the Pan,1
3369,Ministério Luz,1
7873,Steve Rushton,1
7344,New Shouts,1
7127,Zach Hill,1
7137,Mod Sun,1
2708,Włochaty,1
7175,Bela B.,1
3310,Dougie Poynter,1
3302,Maria Peszek,1
7358,The Bill,1
3288,Leon Jackson,1
7256,Charles Hamilton,1
2800,Sleep,1
7264,Tsutchie,1
3197,Gentle Touch,1
2804,Bad Manners,1
1444,Бумбокс,1
7218,배치기,1
1787,Wiz Khalifa,1
1274,Immortal Technique,1
1326,Nappy Roots,1
5618,Del tha Funkee Homosapien,1
4465,Afroman,1
4463,Benzino,1
5650,Anoraak,1
5652,Ou Est Le Swimming Pool,1
5660,Army of Lovers,1
4389,Beauti,1
4294,Dream Warriors,1
4292,Pete Rock & C.L. Smooth,1
5540,John Lennon & Yoko Ono,1
4287,One Be Lo,1
4206,Cock Sparrer,1
5923,Judge Dread,1
5924,The Kings of Nuthin',1
4147,Scracho,1
4141,Pacific!,1
4122,Chinese Man,1
1204,Wisin & Yandel,1
5993,Autopilot Off,1
6013,Heartsounds,1
4235,BIANIK CITY,1
4554,Phil Judd,1
1099,Noycetm,1
1097,Echo Image,1
4955,Alphonso S'Entrega,1
4952,The Hotknives,1
4945,Bitty McLean,1
5062,Diddy - Dirty Money,1
4910,Stephanie McIntosh,1
5192,M,1
5195,Zombie Ghost Train,1
5200,Ryan Leslie,1
5239,WWO,1
5248,The Notorious B.I.G.,1
5268,Berry Weight,1
1037,CunninLynguists,1
5414,Bill Haley and the Comets,1
5431,Charlie Daniels Band,1
5436,The Merseybeats,1
885,Jamal,1
5465,Алина Сиппс,1
5469,Розовые очки от ferre,1
4640,Marian Gold,1
4614,Cormega,1
4583,Беременный Трамвайчик,1
6025,Steel Pulse,1
6054,Die Fantastischen Vier,1
6066,Jay-Blaze,1
4048,Blue Murder,1
6332,Guttermouth,1
3836,Devlin,1
3823,Perfidious Words,1
6372,Lesley Roy,1
3821,Michael Hutchence,1
3819,Lowe,1
3817,Hilltop Hoods,1
6422,Ian Hunter,1
6458,Cathis Ord,1
3739,Polysics,1
3683,Professor Green,1
1317,Black Milk,1
6527,Nxzero,1
1319,UGK,1
6540,Big H,1
6541,Skepta,1
6543,Durrty Goodz,1
6546,JME,1
588,Orishas,1
6633,Dabrye,1
6635,The Black Dog,1
6331,Mustard Plug,1
1328,Masta Ace,1
6325,Teenage Bottlerocket,1
6321,Hudson Mohawke,1
6125,AbradAb,1
6127,Dna & Gal,1
4023,EastWest Rockers,1
3979,Kevin Federline,1
3955,Marina,1
3944,Fantazja,1
6226,Joe Jonas,1
3933,Roger Glover,1
6255,Roots Manuva,1
6257,Jay Electronica,1
6260,Calabrese,1
6261,Rezurex,1
3860,TOKIO,1
6287,40 градусов,1
6295,ГРЕЧКА,1
6296,Marselle,1
6314,Úztari,1
3837,Roll Deep,1
6318,Lil B,1
6319,Curren$y,1
6320,Michita,1
6322,Shin-Ski,1
2510,Cyne,1
4979,MC Sniper,1
8629,Krayzie Bone,1
8803,The Silencers,1
8957,Skinnyman,1
8956,Esplendor Geométrico,1
9228,Frantic Flintstones,1
8492,Розовые Очки От Ferre,1
8494,Бухенвальд Флава,1
1996,Graham Bonnet,1
8662,Kool Keith,1
8982,Os Catalépticos,1
9125,LA COCHINA,1
9131,Sunday Munich,1
8646,Hexstatic,1
8496,Полумягкие,1
8645,Dr Rubberfunk,1
8799,Guy Wolford - MuteHarmony -,1
8454,Wyclef Jean,1
2102,Кровосток,1
8833,Panjabi MC,1
8468,Love Bites,1
8992,The Diodes,1
2066,Finley,1
8585,U-God,1
2429,Candiria,1
8867,Timati,1
225,Dilated Peoples,1
8589,I Hate Kate,1
9150,Nedry,1
8593,Illusion of Light,1
8874,Jacki-O,1
8879,Secret Affair,1
2181,Черная Экономика,1
1592,King Geedorah,1
8491,Technique,1
8606,Fiskales Ad-Hok,1
2380,Megh Stock,1
8785,Zeplin,1
9117,Lendi Vexer,1
2406,Solar Fake,1
8693,The Apers,1
8541,Wednesday Night Heroes,1
8384,Quarashi,1
9271,Dday One,1
8534,Terry Poison,1
8192,The Faders,1
9248,The Quakes,1
8563,X-Ecutioners,1
8374,Yasume,1
8990,Images in Vogue,1
8711,Michael Paynter,1
8486,Meanna,1
9077,Zion y Lennox,1
2504,Fat Jon,1
8476,KICK THE CAN CREW,1
201,Nach,1
8695,Long Tall Texans,1
6218,Savia,2
2206,Warrant,2
2345,Crazy Lixx,2
5645,Loverboy,2
3937,Black Country Communion,2
6756,David Coverdale,2
5943,The Butterfly Effect,2
4265,Richie Sambora,2
5792,Bad Company,2
7377,Divlje Jagode,2
2203,Night Ranger,2
6020,Firehouse,2
1473,Extremoduro,2
1463,Suzi Quatro,2
4045,Chickenfoot,2
6016,Mother Love Bone,2
1474,Héroes del Silencio,2
7062,Roxy Blue,2
7063,Bad English,2
3547,Dirty Penny,2
5560,Foghat,2
5559,Nazareth,2
3023,UFO,2
3548,Nitro,2
3550,Alleycat Scratch,2
3640,White Lion,2
8355,Eric Burdon & The Animals,2
3555,Queen + Paul Rodgers,2
1471,The Black Crowes,2
6791,Halestorm,2
1469,Patti Smith,2
7465,Cargo,2
7305,The Answer,2
6068,Triumph,2
2218,Humble Pie,2
4298,Dizzy Mizz Lizzy,2
4466,Os Seminovos,2
6757,Richie Kotzen,2
7620,Fire On Dawson,2
3300,O.N.A.,2
2201,Free,2
2698,Gov't Mule,2
3643,Living Colour,2
1852,Uniklubi,2
7235,Johnny Thunders,2
3690,Janio Lora,2
3693,Toque Profundo,2
6502,Keith Moon,2
3278,Lou Reed,2
5879,Helix,2
954,Joe Satriani,2
1850,Michael Monroe,2
4211,Böhse Onkelz,2
6471,Entwine,2
2606,Saxon,2
2142,Lita Ford,2
5072,Dust,2
5068,Módulo 1000,2
2352,Babylon Bombs,2
4990,Bullets and Octane,2
2156,Izzy Stradlin,2
6413,Blindside,2
5018,Marilyn Manson & The Spooky Kids,2
1836,Twisted Sister,2
5172,Petra,2
2153,Slash's Snakepit,2
1846,Joan Jett,2
2157,Sweet,2
2146,Hanoi Rocks,2
3835,Black Stone Cherry,2
2144,Vixen,2
2603,David Lee Roth,2
2150,Joan Jett and the Blackhearts,2
3677,Skunk Anansie,2
3392,Fireflight,2
2357,Gemini Five,2
1519,Disciple,2
7269,The Union Underground,2
2859,Robert Plant,2
8465,Ken Hensley,2
1048,The Darkness,2
1040,Them Crooked Vultures,2
7942,Lipstick,2
4246,Kiara Rocks,2
3389,Big Dismal,2
2183,Lynyrd Skynyrd,2
2879,Asia,2
2351,The Confession,2
4734,Hardline,2
4729,Brother Firetribe,2
8256,Faces,2
1862,Danko Jones,2
3188,Cry of Love,2
2792,Uriah Heep,2
2196,The Scorpions,2
3646,Grand Funk Railroad,2
1857,The Hellacopters,2
582,Gotthard,2
1855,Monster Magnet,2
1854,D-A-D,2
2174,Eagles of Death Metal,2
5794,Page & Plant,2
738,Sneaky Sound System,3
3306,Natalia Kukulska,3
8980,S'Express,3
3318,Astrix,3
3383,Sebastian,3
1199,Kazaky,3
3380,Vitalic,3
7034,Lorie,3
1705,Capsule,3
77,Kosheen,3
8979,Les Rythmes Digitales,3
7122,Snap!,3
748,Rogue Traders,3
3314,GMS,3
4144,Safri Duo,3
5989,Stunt,3
7089,Mr. Vegas,3
3401,Robert M,3
3649,StoneBridge,3
6610,Gala,3
3654,Soulsearcher,3
6601,Bob Sinclar,3
3858,Clazziquai Project,3
8643,JES,3
8644,Modjo,3
3658,Hott 22,3
3660,Haji & Emanuel,3
3661,No Halo,3
3664,Joey Negro,3
3666,Milk & Sugar,3
6305,Soldout,3
2104,Bondage Fairies,3
8815,Plastikman,3
6498,Ultraviolet Sound,3
6495,Jam & Spoon,3
623,Asian Dub Foundation,3
1296,Dan Balan,3
3727,Hyper Crush,3
122,Planet Funk,3
6405,Laurent Wolf,3
6403,Antoine Clamaran,3
6270,Bomfunk MC's,3
8619,Stereo MC's,3
8881,sifow,3
8904,Mateo & Matos,3
6040,The Shamen,3
8526,Leftfield,3
6980,Electrovamp,3
6055,Roger Sanchez,3
4103,Innerpartysystem,3
4060,Катя Чехова,3
6099,Pulsedriver,3
6917,ravex,3
1699,Aira Mitsuki,3
6130,Motel Connection,3
3492,E Nomine,3
8968,Benassi Bros.,3
6135,Чи-Ли,3
542,Stromae,3
8579,vidalles,3
6786,Ruth Flowers Mamy Rock,3
3968,Electric Valentine,3
3580,ILS,3
3586,Paul Oakenfold,3
1238,Nadia Oh,3
6742,Os Arrebatados,3
1690,DJ Earworm,3
3612,Dennis Ferrer,3
8921,Human Life,3
6846,Lisa Scott-Lee,3
6203,Paffendorf,3
1162,Digitalism,3
856,Fragma,3
1957,Eric Prydz,3
4642,Gabry Ponte,3
2952,Benny Benassi,3
2955,Chromeo,3
1087,Cosmic Gate,3
7997,KT Wanderlust,3
8309,Plácido Domingo,3
1960,Shaun Baker,3
1090,Stoneface & Terminal,3
7666,Claude VonStroke,3
9238,Michael Mind,3
2961,Ferry Corsten,3
5128,Sesto Sento,3
5127,Ananda Shake,3
2964,DatA,3
870,Teen Hearts,3
9137,Shannon,3
866,Breathe Carolina,3
1094,Brooklyn Bounce,3
9135,Designer Drugs,3
9134,BO$$ in drama,3
2412,Dangerous Muse,3
1102,4 Strings,3
2614,伊藤由奈,3
8343,Moonbootica,3
7564,The Rorschach Audio,3
2747,Yolanda Be Cool & DCUP,3
2930,Bertine Zetlitz,3
8346,Alter Ego,3
7721,Steve Angello,3
2925,Eiffel 65,3
8220,Ultrabeat,3
4829,Axwell,3
2764,Pnau,3
4827,David Vendetta,3
4826,Lene,3
5229,Danger,3
5245,Junior Caldera,3
5174,Velvet,3
2821,Pretty Lights,3
4816,Cory Lee,3
8272,FC/Kahuna,3
5157,The Beloved,3
2844,Kaskade,3
4811,Alex Gaudino,3
5334,Jason Walker,3
2673,ATC,3
5396,Sash!,3
4715,Mylo,3
2874,Basic Element,3
7981,Extrawelt,3
1073,Talamasca,3
2903,The Soundlovers,3
892,Fake,3
1918,Josh Turner,3
1954,Scooter,3
1955,Nightcore,3
1956,Morandi,3
2927,Gigi D'Agostino,3
5552,DJ Ph0X,3
4830,Ian Carey,3
5554,BT,3
4976,Mory Kanté,3
7245,Trance Atlantic Air Waves,3
5553,DJ Dean,3
3109,Audio Bullys,3
4416,Club RАЙ,3
7352,Rex the Dog,3
7350,Bag Raiders,3
4379,Иракли,3
2378,Myah Marie,3
4376,Валерий Леонтьев,3
5040,Offer Nissim,3
8147,This Light,3
3150,Timo Maas,3
3153,Akcent,3
5714,Kenna,3
2520,A1 Bassline,3
4233,BWO,3
4240,Plazma,3
7303,Duck Sauce,3
8151,Inner Place,3
8177,House Boulevard,3
6402,System F,3
1165,Armand van Helden,3
449,Space Cowboy,3
3200,Junior Senior,3
2390,Sébastien Tellier,3
5657,Preslava,3
8129,And Then There Were None,3
5871,iiO,3
5557,Darude,3
851,Novaspace,3
9003,Quentin Elias,3
4908,Reni Jusis,3
845,Tiësto,3
1961,Agnieszka Chylińska,3
8088,80kidz,3
7512,Steve Aoki,3
4490,KABRIANA,3
7500,Bodies Without Organs,3
8090,Mondo Grosso,3
9250,Grenada,3
7255,Muscles,3
7491,Astral Projection,3
8475,Tigarah,3
1575,Guru Josh Project,3
5605,MBrother,3
5606,C-Bool,3
5607,Jeckyll & Hyde,3
7428,Halovox,3
8121,Discovery,3
4937,The Whip,3
2404,Suicidal Romance,3
1723,Dizzee Rascal,3
7411,Thieves Like Us,3
5648,ZeRo-BaSs,3
8113,Magic Box,3
1169,Martin Solveig,3
6392,Jonna Lee,4
5015,Beulah,4
5143,El Perro del Mar,4
5135,Girls in Hawaii,4
5131,Barcelona,4
977,The Magnetic Fields,4
5122,Pale Saints,4
5097,Twin Sister,4
5163,Lissy Trullie,4
5932,The Divine Comedy,4
5490,The Naked and Famous,4
4820,Rosey,4
5863,The Little Ones,4
4273,Freelance Whales,4
4276,Starfucker,4
5974,Wild Beasts,4
4121,The Little Hands of Asphalt,4
4316,Coconut Records,4
4330,Asobi Seksu,4
1717,Darwin Deez,4
1975,Los Planetas,4
9073,Rosario Bléfari,4
6050,Sin Fang Bous,4
2023,carla morrison,4
4068,Bonde do Rolê,4
4488,The Ditty Bops,4
5596,Blueboy,4
5594,Club 8,4
5585,The House of Love,4
4813,Ben Lee,4
5390,The Mynabirds,4
4752,Gomez,4
4712,The Teenagers,4
6249,Eternal Summers,4
3915,Lady & Bird,4
1882,Final Fantasy,4
6224,Chairlift,4
3954,Donkeyboy,4
1242,Starlight Mints,4
5495,Mañana,4
1231,Miike Snow,4
2064,A Rocket to the Moon,4
6149,Small Black,4
9002,Life Without Buildings,4
3814,Foster the People,4
1590,Lightspeed Champion,4
6404,The Sound of Arrows,4
8363,Marine Research,4
8367,The Eames Era,4
8368,The Pastels,4
8283,Lori Meyers,4
7442,Elizabeth & The Catapult,4
2442,Radical Face,4
3627,ZAZ,4
7053,Stereo Total,4
