
                                                 Artista  cluster
718                                               Slayer        0
7283                                               Razor        0
1327                                             Anthrax        0
1331                                               Venom        0
1178                                        Grave Digger        0
720                                              Pantera        0
1192                                           Motörhead        0
1105                                               Sodom        0
1195                                              Exodus        0
1177                                       Armored Saint        0
1113                                           Sepultura        0
818                                            Testament        0
7172                                        Cliff Burton        0
3383                                        Celtic Frost        0
801                                            Helloween        0
1101                                            Overkill        0
7662                                           Tim Exile        1
7688                                          Prometheus        1
9659                                          Billy Fury        1
3328                                      Bear vs. Shark        1
9658                                       Marcelo Adnet        1
7644                                     Trem da Alegria        1
9699                           Professional Murder Music        1
7636               Django Reinhardt & Stéphane Grappelli        1
9685                                       Radio Birdman        1
9632                                         The Orchids        1
5059                                          Die Sektor        1
7619                       Milton Nascimento & Lô Borges        1
3271                                   Flash and the Pan        1
6459                                        Jason Becker        1
7580                                    Us, From Outside        1
5064                                          Life Cried        1
5068                                    Distorted Memory        1
4232                                            Sweetbox        1
7637                                       Airto Moreira        1
9625                                          Tiger Trap        1
8881                                      Larry Williams        1
4725                       Jive Bunny & The Mastermixers        1
7804                                         Herman Düne        1
9475                                         Os + De Mil        1
9476                                       Mephisto Walz        1
6429                           Dragonball & Dragonball Z        1
9494                                       David Fonseca        1
7784                                         Ryan Tedder        1
7783                                      Jonathan Groff        1
9511                                 Behind Crimson Eyes        1
4186                                                Jaïa        1
9514                                     Art of Fighters        1
7695                                     Desert Dwellers        1
6441                                           Putilatex        1
7756                                         Leo Brouwer        1
1991                                        Jessie James        1
4194                                          lemonchill        1
5039                                            Soularis        1
3355                                              Scotch        1
7717                                     Adrienne Bailon        1
9565                             Oliver Shanti & Friends        1
3354                                                Rout        1
5689                                        Caro Emerald        1
1687                                         Blu & Exile        1
482                                        The Fuzztones        1
5084                                           Ali Vegas        1
6491                                    The Pinker Tones        1
5592                         Disney's Friends For Change        1
10056                     Ashley Tisdale & Lucas Grabeel        1
2559                                              YouDub        1
5532                                       AySel & Arash        1
10066                                               yade        1
10073                                Neil Patrick Harris        1
3008                                Mannheim Steamroller        1
10079                                      Dub Syndicate        1
10080                                African Head Charge        1
7270                                      The Barbarians        1
5506                                           Femi Kuti        1
2565                                        Sugar Minott        1
10112                                               DEBU        1
2135                            The Most Serene Republic        1
10130                                      Water Charger        1
5503                                         Fidel Nadal        1
5490                                          Los Cafres        1
7216                                 Dion & The Belmonts        1
4339                                     Proyecto Crisis        1
7204                                         Jo Stafford        1
10169                        Guy Wolford - MuteHarmony -        1
