,Artista,cluster
3941,Snow in Mexico,0
6955,Juliana Hatfield,0
5089,Phantogram,0
7529,The Lucksmiths,0
1903,Coeur de Pirate,0
8823,Jesus Jones,0
6149,Small Black,0
6187,David Ford,0
2824,Аквариум,0
2825,Morten Harket,0
9171,Tina Dico,0
1969,Delorean,0
1979,Best Coast,0
5045,Department of Eagles,0
7446,Smoosh,0
2442,Radical Face,0
3164,Heavenly,0
6224,Chairlift,0
5037,Between the Trees,0
2023,carla morrison,0
5097,Twin Sister,0
5098,Alcoholic Faith Mission,0
7569,Sparta,0
8767,Jupiter,0
7101,Daughter Darling,0
7677,Billie the Vision & The Dancers,0
5163,Lissy Trullie,0
7655,The Beautiful Girls,0
5150,Austin TV,0
7647,Inara George,0
7631,Porter,0
5135,Girls in Hawaii,0
556,Lights,0
6243,Teen Daze,0
5122,Pale Saints,0
3339,SUPERiO,0
6079,The Dykeenies,0
3335,Snakeprint,0
3333,Neilos,0
6081,The Stills,0
3330,Unnaddarè,0
6932,Mahogany,0
532,Eleftheria Eleftheriou,0
7590,ConeCrewDiretoria,0
6056,KSM,0
6968,Sarah Blasko,0
6246,Esben and the Witch,0
9159,Halifax Pier,0
6392,Jonna Lee,0
2176,The White Trainers Community,0
6416,Blackmail,0
2179,Kap Bambino,0
8986,The Charade,0
9001,Spearmint,0
7242,Orange Juice,0
3011,Badly Drawn Boy,0
282,Lena,0
8974,Faunts,0
7226,Addison Road,0
7193,iLiKETRAiNS,0
7187,Matt Mays & El Torpedo,0
7185,Sam Roberts,0
7184,The Midway State,0
2984,Darker My Love,0
2982,Warpaint,0
4931,Karen O and the Kids,0
9073,Rosario Bléfari,0
6493,Chester French,0
7053,Stereo Total,0
8671,Landon Pigg,0
4631,Tommy Sparks,0
2867,Javiera Mena,0
6247,Memoryhouse,0
8885,Prototypes,0
5015,Beulah,0
2059,Alexander Rybak,0
2845,Alina Orlova,0
386,Daniel Merriweather,0
5014,Smith Westerns,0
9152,Scanners,0
6981,Denali,0
3059,Kyte,0
4488,The Ditty Bops,0
3108,100 Bitches,0
3103,Preslee,0
3099,ITAKDALEE,0
3080,Zolof the Rock & Roll Destroyer,0
7018,Euros Childs,0
7330,Dum Dum Girls,0
3069,Jets to Brazil,0
7025,The Moldy Peaches,0
6375,Oceana,0
5000,Tomte,0
5190,Cocoon,0
8680,CSS,0
1717,Darwin Deez,0
5622,Lemuria,0
8065,Bobo in White Wooden Houses,0
5470,Dianogah,0
5464,макулатура,0
5463,Young Heretics,0
8367,The Eames Era,0
8381,We Smoke Fags,0
926,These New Puritans,0
8046,Secret Shine,0
8044,Highspire,0
3732,Iglu & Hartly,0
3731,nickasaur!,0
8438,Venus Hum,0
2713,The Hold Steady,0
8444,Lovers Electric,0
8005,Karpatenhund,0
2725,Tyler Kyte,0
3716,Rachael Sage,0
9242,YEFFI,0
6792,The Dodos,0
6788,Sky Sailing,0
3833,Aerospace,0
6787,Mocca,0
8283,Lori Meyers,0
6748,パール兄弟,0
8284,El Columpio Asesino,0
8285,Feldberg,0
8289,Kordan,0
8292,Facto delafé y las flores azules,0
3914,Hem,0
6736,The Morning Light,0
4768,Eight Legs,0
1353,Matt White,0
8158,Polly Scattergood,0
5587,La Sonrisa de Julia,0
5594,Club 8,0
3845,Copacabana Club,0
4758,Sloan,0
3842,Toni Collette & the Finish,0
6781,Forgive Durden,0
5615,Demagolka,0
1231,Miike Snow,0
1242,Starlight Mints,0
8153,Luisa Mandou um Beijo,0
3715,Megan Mullally,0
1343,Cascadura,0
5726,Frank Black,0
6862,Slow Club,0
4121,The Little Hands of Asphalt,0
2760,GOBBLE GOBBLE,0
4219,Emily Haines & the Soft Skeleton,0
6665,Морэ & Рэльсы,0
3571,Tears Run Rings,0
7818,Frente!,0
7817,Mars Or The Moon,0
8580,Gabi,0
7811,Young Galaxy,0
7787,The Bear Quartet,0
9206,Chapeau Claque,0
5256,DOYOULIKE?,0
8626,Days,0
8635,After the Fall,0
5915,Ivy,0
4276,Starfucker,0
8664,Kidcrash,0
1710,heidi.,0
4208,The Young Veins,0
4717,Babasónicos,0
7833,Rockz,0
7922,Banda Calypso,0
7959,The Hidden Cameras,0
